timestep,timestamp,line_001_002_p_a_kw,line_001_002_q_a_kvar,line_001_002_current_a_a,line_001_002_loss_a_kw,line_001_002_p_b_kw,line_001_002_q_b_kvar,line_001_002_current_b_a,line_001_002_loss_b_kw,line_001_002_p_c_kw,line_001_002_q_c_kvar,line_001_002_current_c_a,line_001_002_loss_c_kw,line_001_002_loss_total_kw,line_002_003_p_a_kw,line_002_003_q_a_kvar,line_002_003_current_a_a,line_002_003_loss_a_kw,line_002_003_p_b_kw,line_002_003_q_b_kvar,line_002_003_current_b_a,line_002_003_loss_b_kw,line_002_003_p_c_kw,line_002_003_q_c_kvar,line_002_003_current_c_a,line_002_003_loss_c_kw,line_002_003_loss_total_kw,line_002_005_p_a_kw,line_002_005_q_a_kvar,line_002_005_current_a_a,line_002_005_loss_a_kw,line_002_005_p_b_kw,line_002_005_q_b_kvar,line_002_005_current_b_a,line_002_005_loss_b_kw,line_002_005_p_c_kw,line_002_005_q_c_kvar,line_002_005_current_c_a,line_002_005_loss_c_kw,line_002_005_loss_total_kw,line_003_004_p_a_kw,line_003_004_q_a_kvar,line_003_004_current_a_a,line_003_004_loss_a_kw,line_003_004_p_b_kw,line_003_004_q_b_kvar,line_003_004_current_b_a,line_003_004_loss_b_kw,line_003_004_p_c_kw,line_003_004_q_c_kvar,line_003_004_current_c_a,line_003_004_loss_c_kw,line_003_004_loss_total_kw
10,2026-01-01 10:00:00,102.89418223397377,57.63650341473721,18.57029036440717,0.3531509865921265,114.2985274788997,61.9601277099542,20.471635775246344,0.43566905167104153,106.3592471217795,59.86840054147516,19.21809247745614,0.34543482730590824,1.1342548655690763,58.616796772532915,19.484561476753655,9.778858129005622,0.12940889003341738,98.73662559742688,33.04074587860946,16.494692659527814,0.6934248632200308,102.83113180209374,34.96958147927641,17.195944197393427,0.5435113271177414,1.3663450803711896,-24.075765525211118,15.124099699278325,4.5010729333759825,0.024234474941714268,-44.37376717023344,8.496460316344999,7.157516276750481,0.1262328299249802,-39.31731950763416,10.181317142342222,6.430070548520593,0.08268049250996512,0.23314779737665958,24.48738788249428,8.08910223263656,4.095369872826901,0.007387882522433387,36.843200734165165,12.143435269690363,6.19952330587848,0.12320073416935884,61.4876204749767,20.52024787086798,10.343150992369669,0.2876204750319076,0.4182090917236998
11,2026-01-01 11:00:00,86.10007012827835,55.8073188591665,16.156015368494167,0.26920643915048004,97.17252137421339,60.00479183374714,17.982825107321002,0.33655433555904324,89.46366559374219,57.96921009191568,16.785602434664593,0.26131564026789533,0.8670764149774186,56.888769774967415,18.90359814608263,9.485444882621385,0.12180465028207266,95.80800260288261,32.04426306986087,15.996186902784208,0.652159139083949,99.78147378550167,33.89246265220119,16.67544439221266,0.5110688608414904,1.285032650207512,-37.0579060859001,14.719676814064265,6.3092951509518915,0.05876058090402836,-56.72203556429425,8.326142570270799,9.077567136624578,0.19463110252706883,-51.829123832077016,9.961254985658687,8.35156200466627,0.13754283475044105,0.39093451818153824,23.766965124646312,7.846186286068736,3.9722495382697063,0.0069651246173094705,35.75584346363741,11.778462193766128,6.011438693099361,0.11584346351818908,59.67040492454613,19.895099244872387,10.028978241622768,0.2704049242865807,0.39321351242207925
12,2026-01-01 12:00:00,92.03926597677311,55.24099270143064,16.902340115882165,0.293072489792749,103.08612553074221,59.48022185767129,18.740052613669057,0.3655535600076405,95.51765562458442,57.607696535651485,17.563769929023774,0.28762626876998354,0.9462523185703731,69.45862574417819,18.80700660570293,11.387486750066937,0.1861217018601593,107.9083789748558,31.828576334723287,17.815992397530543,0.7876959953882334,111.85541233704603,33.78545968557027,18.49235931614894,0.6405315606487818,1.6143492578971745,-42.7124322571628,14.521517247485633,7.1391195627507,0.07923440949382865,-62.06280700405545,8.24193917872538,9.914424142634031,0.22885966255478252,-57.25038298116555,9.852129313362441,9.193746931533472,0.1662836854217815,0.4743777574703927,36.77250404238686,7.812804518958046,5.9708569851727304,0.03917070921182386,48.62068297969866,11.70242559132401,7.991189467021541,0.1873496466750879,72.21488077659379,19.791084693020814,11.947622615399077,0.3815474438823543,0.6080677997692661
13,2026-01-01 13:00:00,92.82396762252742,54.45053362576497,16.94508601139335,0.29430211368067205,103.68359058207491,58.60002378715054,18.75301611698192,0.36594040449070064,96.2340671342996,56.73964173215137,17.59065018914604,0.288862218998176,0.9491047371695487,68.59358732362527,18.52698415901748,11.243561351162283,0.18161714778214844,106.44213511737065,31.350426117138195,17.571304883103277,0.7659543323292013,110.328039439539,33.258481289237345,18.23641192512848,0.6230389601322202,1.5706104402435699,-40.06392181482442,14.328011231931942,6.733153130342978,0.06941151840445059,-59.12448493990624,8.119239233485047,9.450400293490127,0.20884839338616956,-54.382834524330065,9.709063192355238,8.742619183519446,0.15049880899650958,0.42875872078712973,36.41197017581296,7.6905834130921304,5.910433904364512,0.03863684245177268,48.07618078473798,11.519091623258296,7.898473777731445,0.18284745106601719,71.30500047918856,19.476889645697305,11.79269081871466,0.3716671452116458,0.5931514387294357
14,2026-01-01 14:00:00,101.08669391034641,55.96977125408249,18.193951619594856,0.33868694960897017,112.19093969441622,60.193496419004504,20.047503890703936,0.41783958734161786,104.4957672956667,58.192391831789955,18.833142833942247,0.3320019112296251,1.088528448180213,61.833947011663064,18.966619098312318,10.237763871027921,0.14514808555168202,100.80211325305389,32.14049477507699,16.75900598905584,0.7085067070533171,104.78818684406878,34.03404904599351,17.441081511711495,0.5633745978801272,1.4170293904851263,-27.085940050873376,14.681980906496163,4.876780712325627,0.03072661555507139,-46.77901314597156,8.260592343400084,7.524420648449811,0.13765352046198132,-41.87442145964111,9.895096162477893,6.811329466161977,0.09224520682202098,0.2606253428390737,28.688798926082413,7.868191253941094,4.724266924495287,0.0165182242319446,40.693606545962204,11.803558682634552,6.770322437076204,0.14132584409855298,64.6248122461061,19.950861626980043,10.790925523671854,0.3125315440621108,0.4703756123926084
15,2026-01-01 15:00:00,124.74850707143882,59.53394652971867,21.76498105093765,0.4819626002955886,136.47293087461628,63.98118391196313,23.733255649184052,0.5843446650052329,128.30608898504119,61.83973263707647,22.427074659144395,0.474677928549454,1.5409851938502754,60.34510949559739,20.06610747697315,10.073930197557695,0.13728500801168764,101.66705334253955,34.039132284743786,16.996250205424165,0.7362208623091817,105.88264902915998,36.04995518248451,17.719687919226626,0.5771657680933089,1.4506716384141782,-6.0785650243442655,15.547328828979246,2.644402148933598,0.004768308885759964,-27.028467132819703,8.668195555977952,4.499679050502946,0.05486620035461698,-21.801237972586662,10.402430785491722,3.8268089728647228,0.032095360600223444,0.09172986984060039,25.207824487639844,8.332125331598403,4.219189699180594,0.007824487672596803,37.930832480477235,12.508592780345863,6.388788132807932,0.13083248064992858,63.30548326123231,21.14634133335898,10.659335581011987,0.305483261579397,0.44414022990192237
16,2026-01-01 16:00:00,177.36420686557548,70.55191425605518,30.055995049288477,0.9131192467118296,191.20179425674226,75.89664121270278,32.39162207047085,1.0854105384438526,181.6304157427417,73.46227794276231,30.85006966656513,0.9071839717915111,2.9057137569471934,70.71955901503691,23.56969934244895,11.830292928389467,0.1889057904983673,119.27918303722446,40.075587799651885,19.987156101939274,1.0181467270767968,124.22177721117448,42.5650234252802,20.841642070083275,0.7987027522290902,2.0057552698042542,23.731528603974198,18.259875611841295,4.752094413492018,0.04819527068305618,-0.9127993187321223,10.09962144587508,1.6107685655219306,0.003867347898051654,5.251454559936662,12.12995000808703,2.097929212868095,0.018121226587232364,0.0701838451683402,29.530653224624157,9.771971600434119,4.955184846289896,0.010653224687793283,44.461036310614844,14.672499017873799,7.516188033010562,0.18103631096492023,74.22307445929269,24.868105051800274,12.543148897728738,0.4230744600731384,0.6147639957258519
17,2026-01-01 17:00:00,227.54800821926497,82.72506980773602,38.1238303879931,1.464903703107069,243.69870437194166,89.06524801232216,40.8550178744562,1.7238060236457216,232.59686323845526,86.33972442216948,39.066329101449554,1.4619062908770957,4.650616017629886,80.11908077048577,27.34103424560506,13.459782995225396,0.24241109292299257,136.5465950731872,46.60859100814817,22.963495066075748,1.347701341520235,142.27189458740003,49.65007530076227,23.961586566231865,1.0538329921404284,2.643945426583656,50.96402374573856,21.302804118504486,8.782388598787193,0.1723570791370932,22.30330327520997,11.73748621999205,4.011277509619343,0.011636608571695461,29.488062360266817,14.089289069029826,5.196821513505749,0.07139569364969489,0.25538938135848355,32.376669677599544,11.32659612022914,5.47708601077107,0.010003010955919933,49.69889373190735,17.013392330205857,8.463892075567678,0.23222706541233862,84.2180615954446,28.908541671573467,14.31606672643667,0.5513949291839708,0.7936250055522294
18,2026-01-01 18:00:00,240.6052503443156,87.2544458363036,40.299772822438,1.6377081113721772,257.4547676257083,93.84073013248039,43.147557702160476,1.9218276486624575,245.7350979468103,90.86439172643996,41.253722911411444,1.6301958733961897,5.189731633430824,72.85928229107068,28.638430849471927,12.453810929388291,0.19954167981828164,132.1598448049565,48.87743421023169,22.439817330360935,1.3099951064013453,138.14272071570696,51.99086199974649,23.48376279204399,0.9977180026258168,2.5072547888454437,66.10825994205746,22.56066992262223,11.112161129374467,0.27492660901097565,35.87309517225393,12.418158926303132,6.045432446589523,0.03976183903106545,43.46218135780425,14.895068159101903,7.309713899651318,0.12884802461419298,0.4435364726562341,22.65974061131626,11.87907620726103,4.086115748615221,-0.006926055338141168,40.84984969883699,17.862326643138537,7.188301699718133,0.18318303229211352,77.14500271321666,30.320753577781517,13.333918967011428,0.4783360467326645,0.6545930236866369
19,2026-01-01 19:00:00,231.9860774197932,83.62494101280761,38.829146059409055,1.5206065248133598,248.09175794515536,89.88488882096226,41.549178348731935,1.7817515583040233,236.8484956185768,86.9740346169153,39.72894501608067,1.5119863748594469,4.81434445797683,69.40096130933547,27.47150684561141,11.869271922425863,0.18106258757104854,126.26896853351491,46.85056319749452,21.438538509802193,1.1968410047945355,132.01064411320684,49.77523475036188,22.43739115352826,0.9099433300719681,2.287846922437552,65.0645095855396,21.645364303373633,10.904050505497201,0.26450958542974945,36.04103785315145,11.918583278176005,6.042601028648877,0.04103785306668328,43.32586513036445,14.294402804457217,7.255746111019505,0.12586513024224644,0.43141256873867917,21.21989872170125,11.393894009118016,3.844436819180351,-0.0067679449775148726,38.67212752828737,17.13157191049833,6.812775117917881,0.1654608613895192,73.50070078280352,29.055067135745052,12.702435223247182,0.4340341155323699,0.5927270319443743
20,2026-01-01 20:00:00,217.21183165106638,74.07299985610601,36.13603400086151,1.3152059353365644,231.5073645578029,79.60336266352594,38.54771279571804,1.5322305842719004,221.60180566414232,77.08447948755335,36.944019719188454,1.3106642936816968,4.158100813290162,73.31485952982763,24.46031188642408,12.279927059179574,0.20341967817081752,123.69302268726737,41.614839047706226,20.754187878184787,1.0977932183631367,128.81769576232603,44.233287607991976,21.642604073143872,0.8613436579501013,2.1625565544840555,57.5817661857322,19.136713083592042,9.640960779310413,0.20676618551190984,31.907111286001292,10.548193842859106,5.344241459723506,0.03211128587128442,38.348445607957615,12.651670187682384,6.416726353312646,0.09844560777813882,0.3373230791613331,30.611439851601318,10.137571205052048,5.143641105268696,0.011439851611910967,46.0952294683399,15.222077423401513,7.805515904108643,0.19522946796101337,76.95635210400654,25.816708722334766,13.02680964786033,0.4563521032341811,0.6630214228071054
21,2026-01-01 21:00:00,178.62406506864767,60.50812273667007,29.6958923358477,0.8890312633390636,190.22346508242123,64.87081528959109,31.64623252979312,1.0322909792009227,182.08408252072238,62.68600456556089,30.322296957661322,0.8824714739515969,2.803793716491583,60.34551000127548,20.066907107112666,10.087940977601757,0.1376645702515802,101.66947820168286,34.04169934530719,17.020009128842087,0.7382787003260205,105.88513407208782,36.054309268009554,17.74452523425348,0.5787883924220978,1.4547316629996985,47.389523803925954,15.715111527089407,7.919918176753246,0.13952380380703744,26.271695901379264,8.674425305742465,4.391907919151612,0.021695901303150578,31.566476974559034,10.405158097333432,5.272693118231651,0.0664769744531597,0.22769667956334771,25.207845430953576,8.332271491876297,4.225063821388466,0.007845430907220674,37.93119950098763,12.508840669016985,6.39776158060541,0.131199500711908,63.30634567939834,21.14759996130252,10.674354257518077,0.30634567879999963,0.4453906104191283
22,2026-01-01 22:00:00,140.857829035174,47.196116565450325,23.39124726075826,0.5520075392094839,149.84565547285368,50.49784249464286,24.89834832752798,0.6387586766672086,143.46582388727794,48.686743526148234,23.85537083808151,0.5460259413372057,1.7367921572138982,48.095115157885445,15.733289479252303,8.014392056405148,0.08747264098055751,80.4435522545424,26.61571275712469,13.427091836387952,0.45866946481515924,83.75393303601376,28.07718929626908,13.990629163218701,0.3601416749451829,0.9062837807408997,37.21070633800335,12.311790202136152,6.207539436687043,0.08570633792157878,20.638344541543816,6.805382600125052,3.443666278411833,0.013344541493989226,24.790864909858634,8.163912746995976,4.133843150890871,0.04086490979153368,0.13991578920710168,20.507642516852833,6.534481603762671,3.417573518723589,0.005888130851353424,30.4848827894938,9.807173854432524,5.110655506773237,0.0831284033486881,50.39379136090359,16.529942994429796,8.45329055053079,0.19203697457181335,0.28105350877185487
23,2026-01-01 23:00:00,130.60757115880855,39.57435906663153,21.488686744542402,0.46490189738472054,138.1530656045138,42.317787948762906,22.75111370235662,0.5323711126470698,132.84089293964396,40.854015047152345,21.88385195583715,0.461449233372349,1.4587222434041394,53.032837764165784,13.25224473609121,8.65200790371773,0.10995927927886129,80.11137117433424,22.343918681183286,13.169858230503761,0.42635805833830887,82.90090251822947,23.606221827779514,13.643306579442989,0.3505854770819923,0.8869028146991624,31.109831497097495,10.296535247349972,5.186673406711561,0.059831496890428326,17.259323317326103,5.696219383462086,2.8780238685505815,0.009323317221962668,20.728541187912054,6.833688307901112,3.454646944974893,0.028541187771089938,0.09769600188348093,29.9228784848389,5.514515804546673,4.829298133060304,0.02954515158122817,38.28501311556932,8.2557632619073,6.242615725865184,0.11167978183909355,54.95031704090317,13.905130400930524,9.025303064549584,0.2169837069178513,0.358208640338173
